index,acc_ln,eig_ln,acc_rn,eig_rn,acc_dn,eig_dn,acc_vgg,eig_vgg
176,73.055,0.03266903,62.05,0.0017286702,50.255,9.4156685e-06,52.845,0.006479007
177,73.3425,0.03258697,62.055,0.0017220476,50.2625,9.363804e-06,52.7425,0.0064662984
178,73.63,0.032380566,62.06,0.0017179371,50.27,9.342637e-06,52.64,0.0064630397
179,73.10249999999999,0.032313865,61.9775,0.0017167024,50.38,9.249612e-06,52.115,0.0064463336
180,72.57499999999999,0.03226138,61.894999999999996,0.0017085621,50.49,9.212487e-06,51.59,0.006428114
181,72.0475,0.03213123,61.8125,0.0017018949,50.6,9.128019e-06,51.065,0.0064213616
182,71.52,0.032057058,61.73,0.0016976892,50.71,9.101773e-06,50.54,0.0064044474
183,71.69,0.03197176,61.9875,0.0016895429,50.65,9.051656e-06,51.035,0.0063945474
184,71.86,0.031903442,62.245,0.0016875382,50.59,9.010493e-06,51.53,0.0063854926
185,72.03,0.03179377,62.5025,0.0016825465,50.53,8.964842e-06,52.025000000000006,0.006375656
186,72.2,0.031597745,62.76,0.001678987,50.47,8.91861e-06,52.52,0.0063663367
187,71.6925,0.031584807,62.214999999999996,0.0016743788,50.3,8.871768e-06,52.2625,0.0063519147
188,71.185,0.031523913,61.67,0.001671685,50.129999999999995,8.825169e-06,52.005,0.006345813
189,70.67750000000001,0.031471428,61.125,0.0016677028,49.96,8.7486815e-06,51.7475,0.006335386
190,70.17,0.031412292,60.58,0.0016612322,49.79,8.73143e-06,51.49,0.0063266195
191,70.055,0.031175032,60.6975,0.0016599209,49.8875,8.710017e-06,51.847500000000004,0.006317861
192,69.94,0.031140087,60.815,0.0016535613,49.985,8.643165e-06,52.205,0.006304655
193,69.82499999999999,0.031079778,60.9325,0.0016426978,50.082499999999996,8.623098e-06,52.5625,0.0062879017
194,69.71,0.030993609,61.05,0.0016385352,50.18,8.594353e-06,52.92,0.0062782937
195,68.8775,0.030858485,61.339999999999996,0.0016336669,50.385,8.544768e-06,52.67,0.00626578
196,68.04499999999999,0.030818854,61.629999999999995,0.001629454,50.59,8.521989e-06,52.42,0.006253838
197,67.21249999999999,0.030736675,61.92,0.0016243788,50.795,8.458275e-06,52.17,0.006241408
198,66.38,0.030630833,62.21,0.0016175217,51.0,8.431778e-06,51.92,0.0062367427
199,66.46,0.030509096,61.7825,0.00161501,50.8,8.413949e-06,51.7275,0.0062248493
200,66.53999999999999,0.030489627,61.355000000000004,0.0016086999,50.6,8.386535e-06,51.535,0.0062226797
201,66.62,0.03035832,60.9275,0.0016054268,50.400000000000006,8.345797e-06,51.3425,0.0062013837
202,66.7,0.03026417,60.5,0.0015993479,50.2,8.319645e-06,51.15,0.006185428
203,66.83500000000001,0.0302121,60.76,0.0015955727,50.4675,8.263693e-06,51.205,0.0061745793
204,66.97,0.030130623,61.019999999999996,0.0015916504,50.735,8.222983e-06,51.26,0.0061659315
205,67.10499999999999,0.030076003,61.28,0.0015870827,51.002500000000005,8.1763865e-06,51.315,0.006154797
206,67.24,0.029969156,61.54,0.0015832277,51.27,8.166823e-06,51.37,0.006139839
207,67.72999999999999,0.029853357,61.3125,0.001575735,50.9225,8.1424605e-06,51.32,0.0061224387
208,68.22,0.02981523,61.085,0.0015700129,50.575,8.131928e-06,51.269999999999996,0.006115381
209,68.71000000000001,0.029654643,60.8575,0.0015656304,50.227500000000006,8.1033895e-06,51.22,0.0061039836
210,69.2,0.029631166,60.63,0.0015628291,49.88,8.055147e-06,51.17,0.0061010225
211,68.83500000000001,0.02955377,60.345,0.0015514974,49.8775,8.033654e-06,51.335,0.006080926
212,68.47,0.029519826,60.06,0.0015449898,49.875,8.01905e-06,51.5,0.006073335
213,68.10499999999999,0.029438768,59.775000000000006,0.0015410278,49.8725,7.973539e-06,51.665,0.0060671866
214,67.74,0.029408744,59.49,0.0015334476,49.87,7.965652e-06,51.83,0.0060459757
215,67.5575,0.029310085,59.7425,0.0015288432,50.2925,7.924213e-06,52.019999999999996,0.006025331
216,67.375,0.029201252,59.995000000000005,0.0015248096,50.715,7.9129395e-06,52.21,0.006020459
217,67.1925,0.029144093,60.2475,0.0015152261,51.1375,7.833162e-06,52.400000000000006,0.0060153236
218,67.01,0.02907044,60.5,0.0015109873,51.56,7.828268e-06,52.59,0.0060047624
219,66.1675,0.029035714,60.1975,0.0015052771,51.2825,7.798785e-06,52.3875,0.0059907846
220,65.325,0.02892975,59.894999999999996,0.0014999884,51.005,7.790138e-06,52.185,0.0059866738
221,64.4825,0.028850785,59.5925,0.0014963406,50.727500000000006,7.7104105e-06,51.9825,0.0059752073
222,63.64,0.02877671,59.29,0.0014876442,50.45,7.678495e-06,51.78,0.0059670657
223,64.72749999999999,0.028687734,59.89,0.001477886,50.3325,7.659447e-06,52.0775,0.0059631756
224,65.815,0.02851618,60.489999999999995,0.0014756699,50.215,7.6271936e-06,52.375,0.0059484374
225,66.9025,0.028493812,61.089999999999996,0.0014670604,50.0975,7.6080855e-06,52.6725,0.005936601
226,67.99,0.028438874,61.69,0.0014642978,49.98,7.578918e-06,52.97,0.0059200525
227,67.8,0.028411841,61.614999999999995,0.0014565836,50.15,7.538934e-06,52.5925,0.00591435
228,67.61,0.02834906,61.54,0.001452048,50.31999999999999,7.5103467e-06,52.215,0.0059075984
