x,y,acc_lr,acc_ln,acc_rn,acc_dn,acc_vgg
1,5,100.0,49.9900016784668,50.93000030517580,49.959999084472700,50.56999969482420
2,5,100.0,51.68000030517580,96.88999938964840,50.18000030517580,50.52000045776370
3,5,100.0,51.08000183105470,51.779998779296900,49.5,51.86000061035160
4,5,100.0,49.959999084472700,98.30000305175780,49.15999984741210,50.08000183105470
5,5,100.0,50.779998779296900,50.86000061035160,49.41999816894530,51.08000183105470
6,5,100.0,58.66999816894530,96.76000213623050,50.5099983215332,51.52000045776370
7,5,100.0,68.88999938964840,50.77000045776370,49.790000915527300,61.9900016784668
8,5,100.0,70.2699966430664,99.4800033569336,75.5999984741211,87.6500015258789
9,5,100.0,68.88999938964840,50.77000045776370,49.790000915527300,61.9900016784668
10,5,100.0,58.66999816894530,96.76000213623050,50.5099983215332,51.52000045776370
11,5,100.0,50.779998779296900,50.86000061035160,49.41999816894530,51.08000183105470
12,5,100.0,49.959999084472700,98.30000305175780,49.15999984741210,50.08000183105470
13,5,100.0,51.08000183105470,51.779998779296900,49.5,51.86000061035160
14,5,100.0,51.68000030517580,96.88999938964840,50.18000030517580,50.52000045776370
15,5,100.0,49.9900016784668,50.93000030517580,49.959999084472700,50.56999969482420
0,6,100.0,50.0099983215332,99.9800033569336,50.34000015258790,50.95000076293950
1,6,100.0,51.77000045776370,98.0,50.2599983215332,50.7599983215332
2,6,100.0,53.88999938964840,99.83999633789060,49.150001525878900,50.34000015258790
3,6,100.0,52.90999984741210,97.7300033569336,49.63999938964840,51.189998626709000
4,6,100.0,50.119998931884800,99.79000091552730,49.7599983215332,50.650001525878900
5,6,100.0,57.279998779296900,97.45999908447270,49.9900016784668,51.7599983215332
6,6,100.0,69.33999633789060,99.83000183105470,49.93000030517580,52.650001525878900
7,6,100.0,74.83000183105470,97.12000274658200,50.27000045776370,84.98999786376950
8,6,100.0,81.0199966430664,99.98999786376950,99.87999725341800,98.9800033569336
9,6,100.0,74.83000183105470,97.12000274658200,50.27000045776370,84.98999786376950
10,6,100.0,69.33999633789060,99.83000183105470,49.93000030517580,52.650001525878900
11,6,100.0,57.279998779296900,97.45999908447270,49.9900016784668,51.7599983215332
12,6,100.0,50.119998931884800,99.79000091552730,49.7599983215332,50.650001525878900
13,6,100.0,52.90999984741210,97.7300033569336,49.63999938964840,51.189998626709000
14,6,100.0,53.88999938964840,99.83999633789060,49.150001525878900,50.34000015258790
15,6,100.0,51.77000045776370,98.0,50.2599983215332,50.7599983215332
0,7,100.0,50.11000061035160,99.31999969482420,50.189998626709000,50.52000045776370
1,7,100.0,64.76000213623050,51.189998626709000,49.439998626709000,51.97999954223630
2,7,100.0,70.0199966430664,96.48999786376950,50.09000015258790,52.43000030517580
3,7,100.0,57.560001373291000,51.31999969482420,49.75,52.619998931884800
4,7,100.0,49.790000915527300,97.12999725341800,50.099998474121100,51.880001068115200
5,7,100.0,66.38999938964840,51.119998931884800,50.45000076293950,60.58000183105470
6,7,100.0,75.48999786376950,95.62000274658200,50.310001373291000,78.26000213623050
7,7,100.0,78.86000061035160,51.380001068115200,49.220001220703100,98.5999984741211
8,7,100.0,81.55999755859380,99.86000061035160,99.97000122070310,99.58000183105470
9,7,100.0,78.86000061035160,51.380001068115200,49.220001220703100,98.5999984741211
10,7,100.0,75.48999786376950,95.62000274658200,50.310001373291000,78.26000213623050
11,7,100.0,66.38999938964840,51.119998931884800,50.45000076293950,60.58000183105470
12,7,100.0,49.790000915527300,97.12999725341800,50.099998474121100,51.880001068115200
13,7,100.0,57.560001373291000,51.31999969482420,49.75,52.619998931884800
14,7,100.0,70.0199966430664,96.48999786376950,50.09000015258790,52.43000030517580
15,7,100.0,64.76000213623050,51.189998626709000,49.439998626709000,51.97999954223630
0,8,100.0,49.61000061035160,99.98999786376950,75.66999816894530,51.5099983215332
1,8,100.0,55.91999816894530,98.1500015258789,54.47999954223630,61.150001525878900
2,8,100.0,74.8499984741211,99.93000030517580,61.040000915527300,59.77000045776370
3,8,100.0,58.77000045776370,98.01000213623050,54.29999923706060,63.09000015258790
4,8,100.0,50.459999084472700,99.9800033569336,91.47000122070310,54.31999969482420
5,8,100.0,67.38999938964840,96.75,96.83999633789060,84.41000366210940
6,8,100.0,78.83999633789060,99.87999725341800,99.69999694824220,98.26000213623050
7,8,100.0,80.37000274658200,98.73999786376950,99.94999694824220,99.62999725341800
8,8,100.0,72.45999908447270,99.91999816894530,100.0,99.75
9,8,100.0,80.37000274658200,98.73999786376950,99.94999694824220,99.62999725341800
10,8,100.0,78.83999633789060,99.87999725341800,99.69999694824220,98.26000213623050
11,8,100.0,67.38999938964840,96.75,96.83999633789060,84.41000366210940
12,8,100.0,50.459999084472700,99.9800033569336,91.47000122070310,54.31999969482420
13,8,100.0,58.77000045776370,98.01000213623050,54.29999923706060,63.09000015258790
14,8,100.0,74.8499984741211,99.93000030517580,61.040000915527300,59.77000045776370
15,8,100.0,55.91999816894530,98.1500015258789,54.47999954223630,61.150001525878900
0,9,100.0,51.09000015258790,99.44999694824220,50.33000183105470,50.439998626709000
1,9,100.0,53.15999984741210,51.189998626709000,50.209999084472700,51.720001220703100
2,9,100.0,66.43000030517580,96.81999969482420,49.97999954223630,52.0099983215332
3,9,100.0,60.77000045776370,51.5099983215332,49.790000915527300,53.790000915527300
4,9,100.0,50.630001068115200,97.29000091552730,50.060001373291000,50.290000915527300
5,9,100.0,64.9000015258789,50.97999954223630,49.619998931884800,61.33000183105470
6,9,100.0,74.30000305175780,97.3499984741211,50.75,69.72000122070310
7,9,100.0,78.30000305175780,51.33000183105470,51.869998931884800,98.7300033569336
8,9,100.0,81.16999816894530,99.80999755859380,99.9800033569336,99.5
9,9,100.0,78.30000305175780,51.33000183105470,51.869998931884800,98.7300033569336
10,9,100.0,74.30000305175780,97.3499984741211,50.75,69.72000122070310
11,9,100.0,64.9000015258789,50.97999954223630,49.619998931884800,61.33000183105470
12,9,100.0,50.630001068115200,97.29000091552730,50.060001373291000,50.290000915527300
13,9,100.0,60.77000045776370,51.5099983215332,49.790000915527300,53.790000915527300
14,9,100.0,66.43000030517580,96.81999969482420,49.97999954223630,52.0099983215332
15,9,100.0,53.15999984741210,51.189998626709000,50.209999084472700,51.720001220703100
0,10,100.0,50.66999816894530,99.9800033569336,50.0099983215332,50.310001373291000
1,10,100.0,53.16999816894530,96.7699966430664,49.540000915527300,49.9900016784668
2,10,100.0,62.349998474121100,99.94999694824220,49.369998931884800,50.529998779296900
3,10,100.0,50.540000915527300,95.54000091552730,50.33000183105470,50.439998626709000
4,10,100.0,50.2400016784668,99.87000274658200,49.58000183105470,51.0
5,10,100.0,57.38999938964840,96.69999694824220,49.060001373291000,51.189998626709000
6,10,100.0,68.16000366210940,99.88999938964840,50.58000183105470,53.29999923706060
7,10,100.0,73.79000091552730,96.66999816894530,50.36000061035160,79.4800033569336
8,10,100.0,79.43000030517580,99.98999786376950,99.69999694824220,98.36000061035160
9,10,100.0,73.79000091552730,96.66999816894530,50.36000061035160,79.4800033569336
10,10,100.0,68.16000366210940,99.88999938964840,50.58000183105470,53.29999923706060
11,10,100.0,57.38999938964840,96.69999694824220,49.060001373291000,51.189998626709000
12,10,100.0,50.2400016784668,99.87000274658200,49.58000183105470,51.0
13,10,100.0,50.540000915527300,95.54000091552730,50.33000183105470,50.439998626709000
14,10,100.0,62.349998474121100,99.94999694824220,49.369998931884800,50.529998779296900
15,10,100.0,53.16999816894530,96.7699966430664,49.540000915527300,49.9900016784668
0,11,100.0,50.630001068115200,99.11000061035160,49.86000061035160,50.79999923706060
1,11,100.0,51.119998931884800,50.45000076293950,49.68000030517580,50.810001373291000
2,11,100.0,51.22999954223630,95.2699966430664,50.06999969482420,50.279998779296900
3,11,100.0,50.369998931884800,50.65999984741210,50.2400016784668,50.599998474121100
4,11,100.0,50.52000045776370,96.91999816894530,50.72999954223630,50.869998931884800
5,11,100.0,50.810001373291000,51.7599983215332,50.56999969482420,51.060001373291000
6,11,100.0,54.7599983215332,96.12999725341800,49.810001373291000,53.04999923706060
7,11,100.0,66.66999816894530,51.61000061035160,50.369998931884800,59.63999938964840
8,11,100.0,74.41000366210940,99.77999877929690,98.11000061035160,88.0199966430664
9,11,100.0,66.66999816894530,51.61000061035160,50.369998931884800,59.63999938964840
10,11,100.0,54.7599983215332,96.12999725341800,49.810001373291000,53.04999923706060
11,11,100.0,50.810001373291000,51.7599983215332,50.56999969482420,51.060001373291000
12,11,100.0,50.52000045776370,96.91999816894530,50.72999954223630,50.869998931884800
13,11,100.0,50.369998931884800,50.65999984741210,50.2400016784668,50.599998474121100
14,11,100.0,51.22999954223630,95.2699966430664,50.06999969482420,50.279998779296900
15,11,100.0,51.119998931884800,50.45000076293950,49.68000030517580,50.810001373291000
0,12,100.0,50.650001525878900,100.0,50.560001373291000,50.97999954223630
1,12,100.0,50.81999969482420,97.58000183105470,50.02000045776370,50.880001068115200
2,12,100.0,50.279998779296900,99.72000122070310,50.970001220703100,49.900001525878900
3,12,100.0,50.43000030517580,96.5999984741211,48.849998474121100,50.81999969482420
4,12,100.0,50.36000061035160,99.98999786376950,50.72999954223630,50.61000061035160
5,12,100.0,50.209999084472700,97.38999938964840,49.58000183105470,50.93000030517580
6,12,100.0,51.04999923706060,99.80999755859380,50.33000183105470,50.709999084472700
7,12,100.0,49.93000030517580,98.0,50.29999923706060,51.52000045776370
8,12,100.0,50.060001373291000,99.98999786376950,94.4000015258789,53.86000061035160
9,12,100.0,49.93000030517580,98.0,50.29999923706060,51.52000045776370
10,12,100.0,51.04999923706060,99.80999755859380,50.33000183105470,50.709999084472700
11,12,100.0,50.209999084472700,97.38999938964840,49.58000183105470,50.93000030517580
12,12,100.0,50.36000061035160,99.98999786376950,50.72999954223630,50.61000061035160
13,12,100.0,50.43000030517580,96.5999984741211,48.849998474121100,50.81999969482420
14,12,100.0,50.279998779296900,99.72000122070310,50.970001220703100,49.900001525878900
15,12,100.0,50.81999969482420,97.58000183105470,50.02000045776370,50.880001068115200
0,13,100.0,50.84000015258790,99.43000030517580,50.97999954223630,50.81999969482420
1,13,100.0,50.349998474121100,50.959999084472700,49.939998626709000,50.2400016784668
2,13,100.0,50.77000045776370,95.18000030517580,49.47999954223630,50.5099983215332
3,13,100.0,50.439998626709000,51.7400016784668,49.56999969482420,49.689998626709000
4,13,100.0,50.209999084472700,96.73999786376950,49.91999816894530,50.93000030517580
5,13,100.0,50.599998474121100,49.880001068115200,49.970001220703100,50.33000183105470
6,13,100.0,52.04999923706060,97.62999725341800,50.88999938964840,50.880001068115200
7,13,100.0,58.7400016784668,51.119998931884800,50.2599983215332,54.13999938964840
8,13,100.0,59.4900016784668,99.66999816894530,54.86000061035160,60.689998626709000
9,13,100.0,58.7400016784668,51.119998931884800,50.2599983215332,54.13999938964840
10,13,100.0,52.04999923706060,97.62999725341800,50.88999938964840,50.880001068115200
11,13,100.0,50.599998474121100,49.880001068115200,49.970001220703100,50.33000183105470
12,13,100.0,50.209999084472700,96.73999786376950,49.91999816894530,50.93000030517580
13,13,100.0,50.439998626709000,51.7400016784668,49.56999969482420,49.689998626709000
14,13,100.0,50.77000045776370,95.18000030517580,49.47999954223630,50.5099983215332
15,13,100.0,50.349998474121100,50.959999084472700,49.939998626709000,50.2400016784668
0,14,100.0,50.119998931884800,99.98999786376950,50.0,50.97999954223630
1,14,100.0,50.68000030517580,96.9800033569336,49.439998626709000,50.88999938964840
2,14,100.0,49.849998474121100,99.86000061035160,49.689998626709000,51.209999084472700
3,14,100.0,50.380001068115200,95.95999908447270,50.279998779296900,50.400001525878900
4,14,100.0,50.22999954223630,99.9000015258789,50.65999984741210,50.20000076293950
5,14,100.0,51.36000061035160,95.41999816894530,50.08000183105470,50.400001525878900
6,14,100.0,56.90999984741210,99.80000305175780,50.81999969482420,50.540000915527300
7,14,100.0,68.33999633789060,97.2699966430664,50.4900016784668,51.7400016784668
8,14,100.0,75.2300033569336,99.9800033569336,58.810001373291000,65.4800033569336
9,14,100.0,68.33999633789060,97.2699966430664,50.4900016784668,51.7400016784668
10,14,100.0,56.90999984741210,99.80000305175780,50.81999969482420,50.540000915527300
11,14,100.0,51.36000061035160,95.41999816894530,50.08000183105470,50.400001525878900
12,14,100.0,50.22999954223630,99.9000015258789,50.65999984741210,50.20000076293950
13,14,100.0,50.380001068115200,95.95999908447270,50.279998779296900,50.400001525878900
14,14,100.0,49.849998474121100,99.86000061035160,49.689998626709000,51.209999084472700
15,14,100.0,50.68000030517580,96.9800033569336,49.439998626709000,50.88999938964840
0,15,100.0,49.4900016784668,99.62000274658200,49.869998931884800,51.0099983215332
1,15,100.0,50.97999954223630,51.31999969482420,50.880001068115200,51.04999923706060
2,15,100.0,51.09000015258790,97.5,49.86000061035160,49.939998626709000
3,15,100.0,51.029998779296900,51.59000015258790,49.70000076293950,49.9900016784668
4,15,100.0,49.86000061035160,98.23999786376950,50.40999984741210,51.209999084472700
5,15,100.0,49.959999084472700,52.619998931884800,50.52000045776370,50.41999816894530
6,15,100.0,52.619998931884800,96.4000015258789,51.18000030517580,50.619998931884800
7,15,100.0,57.61000061035160,50.97999954223630,50.380001068115200,50.70000076293950
8,15,100.0,70.0199966430664,99.58999633789060,55.540000915527300,58.529998779296900
9,15,100.0,57.61000061035160,50.97999954223630,50.380001068115200,50.70000076293950
10,15,100.0,52.619998931884800,96.4000015258789,51.18000030517580,50.619998931884800
11,15,100.0,49.959999084472700,52.619998931884800,50.52000045776370,50.41999816894530
12,15,100.0,49.86000061035160,98.23999786376950,50.40999984741210,51.209999084472700
13,15,100.0,51.029998779296900,51.59000015258790,49.70000076293950,49.9900016784668
14,15,100.0,51.09000015258790,97.5,49.86000061035160,49.939998626709000
15,15,100.0,50.97999954223630,51.31999969482420,50.880001068115200,51.04999923706060
